Ecu Id:
#time,engine-rpm,coolant_temp,ambient_temp,intake_air_temp,fuel_temp,map_kpa,battery_voltage,throttle_pot_voltage,idle_switch,uk1,park_neutral_switch,fault_codes,idle_set_point,idle_hot,uk2,iac_position,idle_error,ignition_advance_offset,ignition_advance,coil_time,crancs,uk4,uk5,ignition_switch,throttle_angle,uk6,air_fuel_ratio,fault_code0,lambda_voltage_mv,lambda_sensor_frequency,lambda_sensor_dutycycle,lambda_sensor_status,closed_loop,long_term_fuel_trim,short_term_fuel_trim,carbon_canister_dutycycle,fault_code1,idle_base_pos,uk7,uk8,ignition_advance2,uk9,idle_error2,uk10,fault_code4,uk11,uk12,uk13,uk14,uk15,uk16,uk17,uk18,uk19
18:49:19,1786,37,57,16,57,48,12.3,0.86,0,0,1,0,32,55,135,143,334,5,17.5,3.186,16,0,0,16,30,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,129,168,255,19,64,21,128,26,0,41,192,42
18:49:20,1959,37,57,16,57,44,12.3,0.86,0,0,1,0,32,55,135,143,500,5,18.5,3.186,16,0,0,16,30,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,130,50,255,19,64,21,128,26,0,41,192,42
18:49:20,2068,37,57,16,57,42,12.4,0.86,0,0,1,0,32,55,135,143,584,5,20,3.166,16,0,0,16,29,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,130,110,255,19,64,21,128,26,0,41,192,42
18:49:20,2120,37,57,16,57,39,12.5,0.82,0,0,1,0,32,55,135,141,623,5,21,3.166,16,0,0,16,28,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,130,101,255,19,64,21,128,26,0,41,192,42
18:49:21,2110,37,57,16,57,39,12.5,0.82,0,0,1,0,32,55,135,141,600,5,20.5,3.154,16,0,0,16,28,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,130,71,255,19,64,21,128,26,0,41,192,42
18:49:21,2082,37,57,16,57,40,12.6,0.82,0,0,1,0,32,55,135,141,571,5,20.5,3.156,16,0,0,16,28,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,130,54,255,19,64,21,128,26,0,41,192,42
18:49:22,2065,37,57,16,57,40,12.6,0.82,0,0,1,0,32,55,135,141,570,5,20.5,3.138,16,0,0,16,28,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,130,51,255,19,64,21,128,26,0,41,192,42
18:49:22,2050,37,57,16,57,38,12.7,0.8,0,0,1,0,32,55,135,140,541,5,20.5,3.14,16,0,0,16,27,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,130,9,255,19,64,21,128,26,0,41,192,42
18:49:23,2004,37,57,16,57,38,12.7,0.8,0,0,1,0,32,55,135,140,483,5,20,3.132,16,0,0,16,27,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,129,213,255,19,64,21,128,26,0,41,192,42
18:49:23,1958,37,57,16,57,38,12.7,0.78,0,0,1,0,32,55,135,139,456,5,20,3.132,16,0,0,16,27,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,129,183,255,19,64,21,128,26,0,41,192,42
18:49:24,1930,37,57,16,57,38,12.8,0.78,0,0,1,0,32,55,135,139,421,5,20,3.132,16,0,0,16,27,255,146,64,87,255,255,1,0,121,100,0,255,121,255,255,53,136,129,142,255,19,64,21,128,26,0,41,192,42
